upid,Gene,Number of peptides,Confidence score,Protein molecular weight,GLC_BATCH_mu=0.6_NEW,FUM_BATCH_mu=0.55_NEW,PERSIST@8H_mu=0.02_NEW,STARVED@8H_mu=-0.005_NEW
P07395,pheT,48,3514.05,87305.3873100004,3119.1952654526,2487.9644919045,3425.1114876628,2721.164996224
P0AFJ1,phnA,1,66.97,12318.96123,178.9914300528,267.8298018852,432.8343300405,220.2722349258
P16681,phnB,3,142.41,16142.71835,24.1853389029,60.227512435,930.2082397225,144.1012248863
P0AFJ5,phoB,2,79.44,26398.404,41.3917503483,79.2533649862,52.879151064,54.8482290352
P0A9K1,phoH,2,79.64,39221.9471600001,20.8856272878,9.0777876716,22.2076194807,5.4200000272
P23836,phoP,15,831.42,25501.27781,1103.9501830575,1154.0249620011,978.6916964648,1159.6750791773
P23837,phoQ,4,118.31,55246.8134600001,32.6172237467,36.6331864678,41.7058167373,38.5160714687
P0A9K7,phoU,13,700.46,27381.7359,446.0218973971,568.0284887436,593.3472907114,584.567798245
P0AFJ7,pitA,5,309.7,53336.3957400002,404.4561012159,299.8067713841,508.7246445937,362.6253173133
P0A921,pldA,4,223.12,33124.18765,63.6017484856,73.4113244984,59.9984055155,38.368851874
P0A7A7,plsB,24,1331.88,91305.4865500002,399.0739850274,358.5548991365,485.4011633995,440.0700326271
P26647,plsC,3,103.57,27417.49715,111.6464041792,85.5613655561,219.5870346047,178.1951788475
P27247,plsX,3,83.27,38172.48086,52.5888901847,79.4005360372,70.2939613422,52.9498515388
P0AFK0,pmbA,21,1650.04,48321.3938000001,870.8515444828,795.5495248534,754.0073896698,706.5278171139
P37590,pmrD,1,63.68,9845.97225,66.3040526966,206.9631544218,59.7524170454,171.480403763
P21369,pncA,2,123.84,23329.25303,130.2243300383,127.3553941871,62.5948574848,128.6261656245
P18133,pncB,17,1118.1,45850.3461400001,568.7332493482,444.4583930439,143.5063301864,169.5033739725
P05055,pnp ,44,2730.34,77034.9779700004,2703.2285243989,2792.0898288229,3230.0969174074,3247.4032890871
P07001,pntA,23,1414.81,54570.5236800001,2070.7239237681,1168.5576044144,2163.6883594457,1320.0259155705
P0AB67,pntB,13,952.21,48673.5116100001,2545.7526368725,1380.3777205736,3248.1022294294,1842.0292160034
P00582,polA,35,2127.23,103035.51661,559.3477927621,599.1442942271,650.0688897849,627.8756012434
P69874,potA,9,510.05,42982.9867800001,273.8731265437,214.4076962546,278.874036396,222.4488855879
P0AFK6,potC,1,114.53,29073.66195,43.3679716735,44.7313782674,49.4842818412,43.4513833615
P0AFK9,potD,13,836.85,38824.47978,1412.0357051014,2122.9402024848,1667.125771378,1951.9522987322
P31133,potF,12,911.04,40795.98173,1275.5609707905,1714.0991078834,2263.2540232434,2014.8711049267
P31134,potG,7,315.86,41885.69734,132.9123853591,157.2771767198,108.3302190611,105.3980211119
P0A8N7,poxA,1,65.98,36934.39682,56.0107760854,55.6836935128,50.2693725902,60.3680779663
P07003,poxB,17,928.36,61953.5499400001,536.9381786926,474.0842376084,1256.6240772348,575.8129676194
P0A7A9,ppa ,6,245.03,19673.02389,373.9889605447,641.2308523433,470.833570582,857.3051465695
P00864,ppc ,73,5144.62,98982.2346400003,3947.7136938997,1619.9796865972,2783.2974064844,1628.5450118395
P0AFL3,ppiA,9,580.09,20400.38325,1379.4758406751,1390.6663736977,1482.3785366417,1036.7117045168
P23869,ppiB,12,695.07,18123.88314,2950.7067163644,2253.9342406286,3090.1200532104,2096.2451995683
P0A9L5,ppiC,7,264.2,10207.4459,955.3436812102,1123.9469946267,617.7209251242,812.4465021045
P0ADY1,ppiD,29,1964.18,68089.7502500002,839.6162087676,887.5733324531,1024.6841425812,1073.251069633
P0A7B1,ppk ,17,912.61,80363.1906500002,167.1315322609,143.0179318761,227.93401449,182.7018437933
P0A7B3,ppnK,3,232.03,32527.79527,118.2236783741,126.0446227816,159.9034642174,135.7871724321
P23538,ppsA,36,2107.03,87361.6002700003,983.2006534604,2718.7504383374,895.632466077,2955.6350036528
P31992,pptA,1,71.68,8649.39596,179.7676034125,370.9925733898,6.5577583386,8.0246689473
P0AFL6,ppx ,5,291.06,58081.1516700001,106.7981292817,105.0419110639,88.6380580917,88.8309988206
P43671,pqiB,2,46.21,60464.4960900001,11.2747889475,18.5700516685,13.8284000515,5.7495599912
P31828,pqqL,6,304.79,104573.71026,19.8623122775,31.4277779011,27.9652659683,31.8953676707
P23865,prc ,29,1771.5,76597.6994100003,666.5410877928,620.5773677742,739.6125723663,617.1097589774
P0A7I0,prfA,10,417.74,40474.19405,123.3730519934,102.0511063835,97.0451185763,77.9590936578
P07012,prfB,15,847.27,41207.29926,1270.5926809454,957.506247074,918.4139496515,1010.371652721
P0A7I4,prfC,20,1362.41,59518.3068200001,749.7302237906,621.8633567396,747.3519922883,643.5616680736
P07013,priB,1,45.99,11416.79899,44.1044969681,40.476599221,38.9552119104,26.8474509884
P23862,priC,2,120.89,20344.80503,49.5408550188,67.4588841153,39.7918515772,62.5186506027
P0AEX5,prkB,4,232.03,32305.49054,70.0511811162,102.4611603783,97.3286282426,145.8171656883
P27298,prlC,31,1939.11,77100.6250000003,832.9402577689,764.7679809328,1031.7040284915,782.0991424913
P0A8T1,prmA,5,339.58,31838.89513,273.7821573798,251.7618304161,280.377772312,269.5086353655
P07004,proA,19,1398.29,44584.1808100001,866.7621410686,729.4867446346,854.3292919038,777.207732018
P0A7B5,proB,16,1228.46,39014.45918,635.637378808,463.9893544004,403.2922482158,456.8342075226
P0A9L8,proC,7,472.79,28108.48308,783.0388149981,659.538900056,1088.891161359,904.3514515718
P0C0L7,proP,8,422.89,54792.0755500001,439.0145446485,138.8692499109,437.9626153097,194.1909465099
P45577,proQ,11,905.6,25858.62351,1662.5484739568,1205.2130492303,1069.2616494561,987.1993945716
P16659,proS,40,2940.57,63634.6829400002,2616.9801286693,2172.1907315553,2479.7603497294,2160.6277869609
P0AFM2,proX,3,203.06,35981.90441,278.3215957824,323.1735919606,302.0623685484,374.4095852969
P77541,prpB,4,306.19,32096.4598,44.4329240104,648.5391392536,323.7172675801,260.7365916225
P31660,prpC,7,307.67,43057.02009,36.0169197579,360.2642676136,520.9814221485,95.0596658773
P77243,prpD,12,954.18,53899.4627700001,46.5380529733,794.6529050169,113.2969234087,333.3515605964
P77674,prr ,9,650.4,50779.9052700001,81.5796612807,1343.2250009755,144.4314912648,695.5453077369
P0A717,prs ,21,1769.45,34178.69451,3831.8470831655,4082.366151229,3396.1877939853,4800.2429410512
P0A8K1,psd ,12,709.13,35893.65515,1065.0558671737,942.1571201399,1345.969473139,983.7001009825
P0AFM4,psiF,3,218.86,11660.93151,128.7703366528,110.2423739312,1059.5052648885,162.4226952227
P0AFM6,pspA,10,808.98,25459.21011,829.0121643837,889.3440619032,2262.3859782238,1386.6859036116
P0AFM9,pspB,2,114.22,8739.60149,327.4980849623,297.9382939478,1287.9869751216,363.5276741977
P23857,pspE,3,160.65,11450.0187,416.0375499718,1841.2880629684,259.854515225,456.5416507973
P23830,pssA,16,1100.25,52750.7619600001,437.5762642439,552.3721107829,595.2924371664,590.4201440858
P07654,pstA,1,84.6,32282.40632,10.1727312961,11.6762938837,11.7716433023,18.3584242421
P0AAH0,pstB,8,431.92,28990.77068,289.5669353336,327.0428475963,267.8198250455,332.0241949143
P0AG82,pstS,10,631.18,36983.0841,350.3062554396,648.883432939,478.6372669146,555.0864370784
P33025,psuG,2,61.36,32871.36329,5.5763885009,62.1970883173,13.5446097544,43.1775868926
P0A9M8,pta ,34,2516.45,77105.8825400002,1372.0327541934,1491.2608623721,1327.2146840145,1389.3107644717
P0A7D1,pth ,9,424.78,21051.07365,512.6267476697,389.3024154521,432.3437080509,374.7388778738
P05458,ptrA,12,684.22,107622.673190001,81.8930879189,53.4687330723,115.5714998413,58.1791392226
P69786,ptsG,16,1289.34,50625.7475200001,2545.5039468658,590.6667619696,3310.8011600649,596.8010648979
P0AA04,ptsH,7,696.9,9095.72664,9542.7112928123,6800.8755632789,11353.2209112971,6346.990864569
P08839,ptsI,43,3656.17,63503.8951700001,4380.7379973375,1892.7743943597,5284.9067599267,1954.680707099
P69829,ptsN,4,382.35,17930.42797,335.2074151705,343.1117848792,343.3487822906,426.1209894956
P37177,ptsP,14,696.86,83644.7427200003,154.1656907025,149.0663304732,155.9599911597,131.5634477419
P0A7D4,purA,26,2002.3,47297.2862500001,4407.6191539628,3470.0306483825,3373.6535829769,3434.3135492205
P0AB89,purB,25,1610.62,51492.5953600001,1786.8755233141,1269.4724463579,1491.3435203872,1350.0312425542
P0A7D7,purC,21,1387.35,26959.72675,3718.3441717185,3626.9370874534,3096.4408012107,4188.3853257985
P15640,purD,16,1289.78,45893.14698,1483.6119656534,1021.6985447921,1060.1558373836,985.2337284089
P0AG18,purE,5,543.25,17751.20248,1813.2851326552,1159.1581876251,1476.0690349219,1129.5347922124
P0AG16,purF,18,1267.79,56434.5951700001,927.6924605121,612.0661358494,328.4244642266,478.7162642349
P15639,purH,36,2636.6,57274.9865100001,2613.2674709857,1895.6574491275,1931.2800440839,1843.2769693241
P09029,purK,5,346.44,39418.26516,387.5362635628,257.1592133262,349.3605183446,289.6059609788
P15254,purL,72,5024.07,141295.898390001,1846.4691834692,1653.9303319572,1439.8080618582,1561.4610539875
P08178,purM,12,1067.83,36812.62949,2451.9674515399,2086.0073128553,1860.1656242428,1783.5205199791
P08179,purN,3,264.27,23205.81467,326.4415662111,223.208493089,262.6970582702,157.3958940347
P31466,purP,2,74.72,46816.9207400001,41.2385145073,45.7754315915,6.8425560655,8.7341866962
P0ACP7,purR,19,1107.2,38132.24798,1009.3496481268,997.4724050531,1020.9584668344,1083.2158556414
P33221,purT,21,1244.84,42389.00585,1195.4383666099,898.4278665132,855.5225176426,924.606488068
P37051,purU,17,1084.56,31896.52381,1998.2854000963,1516.0162711995,1448.8089610848,1359.2408552816
P09546,putA,16,699.06,143707.397810001,80.807460347,119.3490082541,157.6475011892,140.7867682849
P07117,putP,3,102.12,54290.6298400001,178.8805424018,240.4483369661,201.4144302226,170.8183061279
Q5H777,puuA,4,223.49,53125.2257600001,120.8479026534,73.7861256354,17.800780817,40.3478845924
P37906,puuB,2,109.5,47121.7564400001,26.9227949708,11.7344172535,1.3075187539,2.7163826435
P23883,puuC,3,111.09,53367.4345700001,136.69769554,69.8041848306,15.4217771977,21.0195080831
Q5H776,puuD,4,199.48,27977.37842,229.1270283428,118.8231484368,41.9458770329,55.6347696618
Q5H772,puuE,5,307.05,44682.75437,110.1527798888,80.1318776135,7.9079959336,18.3015825761
P0A9U6,puuR,2,54.92,20061.16312,76.5759156929,68.41584309,52.2126386128,38.5453483528
P21599,pykA,24,1975.19,51306.6691900001,1588.4865347236,1903.2696889361,1959.7510846124,2073.3991125444
P0AD61,pykF,39,3164.94,50679.2453600001,4690.0730563188,2400.3534488118,6990.8587836288,2822.7611697013
P0A786,pyrB,22,2051.84,34387.75071,7884.520414753,9231.6206906401,5183.5475803159,11446.9950045091
P05020,pyrC,22,1318.96,38784.58103,3791.4480209003,3864.3125342155,3166.3638775372,3895.2608167843
P0A7E1,pyrD,25,1520.63,36733.3769,985.6937031655,706.3496236654,851.9426352349,845.6199915006
P0A7E3,pyrE,2,99.96,23534.17999,55.5513212003,28.5112563972,22.1259390715,37.9530543492
P08244,pyrF,12,902.26,26315.46192,1225.1907247328,1007.5469517284,933.2075451964,1072.8588179219
P0A7E5,pyrG,27,1948.39,60318.0593800001,1484.0494696794,1114.5548010374,1479.506154888,1346.653356564
P0A7E9,pyrH,13,824.98,25935.5313,1748.5062614185,1776.2384178075,1160.703689463,1539.5834628826
P0A7F3,pyrI,11,802.17,17091.87674,8411.3309779516,8889.7008419163,4603.6207818341,8674.5043249422
P0AA53,qmcA,8,477.35,33703.72147,113.33065855,111.1676146555,431.1035512532,388.9823773388
P28304,qorA,16,1207.15,35132.52887,672.3719275063,950.7318332898,2214.0205520446,1396.0952751483
P39315,qorB,7,512.43,29697.29065,233.5473380804,288.2137499092,235.0023597804,270.2252814772
P52076,qseB,1,44.68,24644.06256,5.6429427183,6.3852519376,2.6359139671,5.8365316072
P0A7F9,queA,5,247.33,39388.02367,197.5813757803,110.6540937163,115.797636856,111.7774064981
P77756,queC,8,426.52,25479.74638,397.8731435767,291.742926761,344.4761438513,268.4190942598
Q46920,queF,7,435.45,32549.27527,227.6331773586,231.139864954,212.2829917652,167.4216280998
P76062,racR,2,127.13,17634.15454,136.013509599,116.8197757825,145.2128102659,141.7343281073
P24554,radA,8,471.6,49422.5737100001,130.4447954473,84.1603858096,355.8640907627,82.8312670949
P0AD49,raiA,7,355.17,12758.61652,1085.6183806419,1643.5648720378,5645.2157437763,5094.2288641587
P60240,rapA,21,1149.03,109682.69162,205.0644191492,159.8397871839,301.6099074437,178.7184163165
P0AAZ4,rarA,3,93.81,49577.22431,19.4158314145,18.0090755869,11.4963832956,12.4518572372
P31473,ravA,4,251.09,56335.5709800001,63.9624906143,57.4804219467,96.5868621537,76.632950418
P0A7G2,rbfA,13,760.32,15126.78278,1057.0690230646,1118.3749414142,1265.370619542,1247.486115891
P04983,rbsA,9,702.01,54988.7237700001,79.6717203919,195.227007684,158.6660532442,196.9106561627
P02925,rbsB,18,1574.8,30913.36533,1642.612903379,11045.1239851235,4648.9646980973,9842.4076786327
P0AGI1,rbsC,2,124.26,33412.39622,69.828250784,177.3281273695,138.4946405433,218.7322298557
P0A9J6,rbsK,7,388.22,32252.84507,118.0357481832,343.8520768521,108.2932601943,255.3511707419
P64530,rcnR,3,100.47,10109.49097,211.4937247798,135.1225079766,393.3729648209,210.7705595664
P69407,rcsB,8,544.73,23637.75191,1235.2618056321,1378.0992991535,966.2446480537,1043.3097950487
P14376,rcsC,4,101.93,106420.82675,21.7203763823,13.8400930845,35.9246865652,15.2968965731
P39838,rcsD,17,799.73,100291.5654,125.0457485499,102.737577357,158.1439470031,114.0995682738
P69411,rcsF,6,555.25,14136.20807,1393.3731509429,821.8939602592,1708.7254275436,1268.750989478
P52061,rdgB,5,358.88,21007.85524,533.3704522861,506.5553771801,383.628506585,465.6402601672
P36767,rdgC,9,653.86,33953.48385,361.2109335905,280.1878521799,440.867717505,278.221229338
P0C0K3,rdoA,2,67.06,38078.10676,39.1682341132,45.1136712539,74.8965876138,43.934932906
P0A7G6,recA,13,1195.28,37931.55831,1526.7242977805,1604.4179749855,1119.1075864329,1613.6015467705
P08394,recB,2,53.13,133856.90542,7.642782551,5.3742447123,1.2684146566,2.7916843661
P07648,recC,2,114.06,128747.94716,12.5634855089,9.5412896903,12.405689976,12.0535444759
P21893,recJ,3,137.74,63330.9144800002,59.4093719417,48.1232211567,13.858027817,20.7520048279
P0A7H6,recR,2,193.26,21930.86701,128.1604258807,126.9145364791,115.7377891165,112.1798293994
P0AG20,relA,9,626.15,83805.0908000003,180.6357425222,157.3129421099,152.0051035399,168.5078393162
P0C079,relB,2,86.62,9047.79287,144.7255671089,131.3698425575,165.853304539,142.7830179674
P09980,rep ,3,136.89,76957.5756900002,16.0757047266,12.6833565103,12.4381959666,17.1059434299
P27127,rfaB,1,57.86,40781.69901,8.6108358278,6.8294199823,22.2237983659,6.198900811
P24173,rfaC,2,119.69,35503.6634,44.1463548798,35.578473295,90.777621011,40.4537651728
P37692,rfaF,6,226.7,38999.06083,192.6682244246,178.2814669184,193.2605641982,153.3319247297
P25740,rfaG,4,174.91,42239.46311,31.2712574276,29.6590649251,43.9839732186,33.5898919797
P0AFW0,rfaH,3,121.57,18310.62435,165.7577591848,159.4974591606,144.3410085414,157.8287503637
P25741,rfaP,2,106.41,30834.52198,34.5612624148,41.8822115278,50.1197508924,53.0417705046
P25742,rfaQ,2,82.36,38687.9925,18.5197938356,19.2145561843,6.7999321055,28.8829940006
P27240,rfaY,2,154.51,27425.62615,86.7480878249,88.4002700139,127.3757464755,102.4164116472
P27241,rfaZ,2,40.88,32881.15791,35.8087659503,24.0920948026,66.4388335914,32.7042019477
P37759,rfbB,18,1175.88,40515.2662,1011.0973620942,888.1535406638,752.2506830889,872.7143729654
P37745,rfbC,4,199,21238.76459,257.0021953305,267.6177614743,218.7763188997,221.116852699
P37760,rfbD,11,409.64,32655.66505,538.5022532177,449.7806625136,265.4024504322,451.3757680436
P27833,rffA,6,385.82,41856.1013500001,232.8682260959,188.8766746822,155.0285510364,198.5142670426
P27830,rffG,5,255.43,39710.89535,118.7730835398,81.3633597188,64.8052460722,87.4842869642
P0A8J8,rhlB,15,917.87,47078.4480500001,691.0600690578,674.7890141534,666.2025638608,560.3794645983
P25888,rhlE,5,221.34,49940.7991800001,29.6032389644,7.9899257558,44.2482688267,8.0946303774
P0AG30,rho ,30,2217.6,46956.5901300001,2317.5677512713,2188.9189155372,2399.1516067154,2433.442150787
P0A7I7,ribA,7,293.88,21804.17238,432.1813450205,340.720036903,325.0807786596,367.5512715688
P0A7J0,ribB,4,216.77,23320.5293,231.4408980529,210.6912185639,359.9500284294,263.397382084
P25539,ribD,10,380.69,40294.80788,177.9851224181,179.0046639729,161.5535239641,191.0043736792
P0AFU8,ribE,12,685.48,23412.01845,786.695170282,610.3156771127,940.1419239715,747.714528923
P0AG40,ribF,10,465.04,34694.52422,262.1108197168,265.8142316413,240.7654290276,275.2399744136
P61714,ribH,11,1070.16,16128.57221,3539.4895180406,3823.3103055561,3753.6105461875,4237.823285741
P41409,rihA,1,65.2,33783.39389,6.3665655033,44.7016539888,0.6719681591,33.2926149057
P22564,rihC,2,124.04,32521.71177,6.246046479,209.7886231438,15.3157680861,394.6741558281
P0A944,rimI,1,59.13,16581.3683,17.7431662132,21.2675212822,15.3374458543,13.8010777285
P0A948,rimJ,1,58.83,22655.34703,88.2505299276,42.837368341,39.3988730745,42.5264048568
P13857,rimL,3,133.57,20649.48074,70.5270152378,89.1423871879,44.8215283221,86.636233097
P0A7X6,rimM,7,448.03,20574.28939,735.8811180402,726.7381886924,402.8757319962,506.6720416076
P45748,rimN,5,322.82,20736.68585,489.1068698958,486.597338786,407.8671291397,356.0399474329
P0AEI4,rimO,8,524.74,49532.38803,275.3012435525,196.60571219,78.7933142412,125.8550891438
P0A8A8,rimP,6,250.15,16622.51589,667.9408416693,624.7017772155,689.5085526037,484.2109266407
P36999,rlmA,3,136.67,30381.21113,27.6344472463,25.6233911188,44.6013189627,31.1654808753
P63177,rlmB,9,568.32,26521.8074,444.2427651238,361.0018469191,517.6184613092,342.6502807404
P0C0R7,rlmE,6,305.88,23302.1049,385.8971514397,401.9832506527,437.7561993418,385.357817858
P75782,rlmF,2,89.3,34186.48259,103.2632687295,100.0547694193,94.9434404345,79.9279345627
P42596,rlmG,1,38.09,42286.79116,12.0936564848,3.1377924987,31.1240425318,11.4565302809
P0A8I8,rlmH,3,150.2,17312.14939,186.1325714874,192.8870115046,149.1738147661,173.2156828859
P75876,rlmI,9,573.16,44310.82805,398.7549342074,305.9147530464,484.0119172253,347.7000208081
P75864,rlmL,14,714.03,78786.5034200002,152.3566800444,126.8940654574,166.5876056762,147.4334662909
P0ADR6,rlmM,6,245.97,41860.12425,170.3324230952,149.9927016863,217.2154392941,138.5600434774
P36979,rlmN,7,314.22,43039.9801800001,218.7254468997,296.1189499721,46.6718615332,53.2420043107
P10100,rlpA,6,323.65,37486.83992,574.3879252418,452.0365804785,677.4822513753,468.4220637745
P37765,rluB,9,557.16,32673.39599,634.2720355815,595.2063933365,405.0734700477,539.418520535
P0AA39,rluC,15,710.81,35986.35384,230.9728708228,210.4935206903,223.1852225472,176.1605766731
P33643,rluD,10,632.55,37080.22944,684.2274773898,514.524445655,739.0567967637,548.8691797988
P32684,rluF,5,144.37,32438.40849,100.0121071134,97.4144091572,106.9348963441,78.4703100515
P0AFW2,rmf ,4,188.56,6485.25379,659.7346792666,823.4422688024,17404.2169558324,2664.1834437907
P61887,rmlA,2,199.7,32695.83335,48.7713071929,39.480134081,75.8334724597,52.3839309383
P37744,rmlA,14,952.46,32654.70736,624.5678739145,629.81791056,566.9067362024,731.9507156836
P21338,rna ,5,296.21,29580.708,212.8284670148,154.2894003961,338.8871870716,156.0223225124
P30850,rnb ,32,2105.37,72427.2250200003,1158.3411154597,776.0542324996,1130.8807106892,742.7248596202
P0A7Y0,rnc ,9,423.87,25516.29773,575.5266538587,487.2481139139,524.8518985109,430.1433740723
P09155,rnd ,2,71.64,42688.9198300001,27.0092608465,29.2127185858,18.4756062682,27.2515574995
P21513,rne ,46,3137.04,118106.877120001,1425.8793211525,1309.0672657029,1983.8203330744,1498.1466054174
P77611,rnfC,3,173.99,80103.9212800002,29.9123301799,18.8940376865,2.4720491699,3.4546409782
P77285,rnfG,2,103.87,21880.35735,95.8928879396,71.948358559,163.18906778,85.5465991907
P0A9J0,rng ,11,662.86,55311.4508700001,205.9437570326,167.3327594575,169.5273033834,131.80663125
P0A7Y4,rnhA,3,136.33,17567.83941,35.1441418267,22.9173540647,40.3850876969,33.1229376684
P0AFW4,rnk ,3,355.86,14899.54592,306.1444121025,770.5409172321,96.1361949048,360.7814193955
P0A7Y8,rnpA,2,88.04,13762.65097,225.812578518,158.3819626304,199.8032879209,146.2981500221
P21499,rnr ,32,2009.74,92033.5040600005,432.1061836374,428.5737920454,1128.0203146113,830.4289000626
P30014,rnt ,5,265.78,23489.59336,183.5974757003,127.8367325618,235.72299239,153.3796783077
P0A8V0,rnz ,3,148.34,32890.88317,36.2967687673,42.4101958695,22.0615260502,40.1883788261
P0ACI0,rob ,11,599.02,33105.8406,467.2703160045,473.6236773115,873.495059497,734.3739933706
P27434,rodZ,10,899.11,36151.39435,1157.413723677,1111.9157083337,2078.3724874164,1308.793798331
P0AFW8,rof ,2,208.06,9455.67371,798.957364117,647.836888468,1268.6105057847,593.2781069616
P0AG07,rpe ,6,422.37,24520.63986,515.3578225538,807.1400849341,409.3723507692,591.0006355869
P0CG19,rph ,2,96.56,24391.49325,106.6936022467,50.7979474354,27.9274464048,8.689844201
P0A7Z0,rpiA,12,720.2,22827.97901,2314.133844749,3044.7611021803,1912.9213781051,2892.1527046559
P0ACS7,rpiR,3,82.87,32323.62427,46.7858629797,50.0776298068,42.3978291133,37.6265536967
P0A7L0,rplA,21,1440.69,24696.286,10040.1436420904,7173.1010991888,9710.1574704947,7524.3170259559
P60422,rplB,21,1536.87,29824.00117,12492.8868163739,7865.0579908531,11777.06156822,7530.5760670261
P60438,rplC,17,1059.12,22211.83448,9543.9060396999,7482.1138710787,9689.0483191297,6346.0045662899
P60723,rplD,10,789.57,22054.85068,8581.5953190311,6707.8847087681,8561.5497095044,6270.4392940337
P62399,rplE,23,2176.29,20270.69129,9224.4547500484,8190.2962958844,9002.4905114028,7574.8625491822
P0AG55,rplF,13,978.62,18874.15082,11618.5396345816,9259.8392903108,9975.2726159664,8175.893804322
P0A7R1,rplI,13,927.02,15741.46941,8214.9042572082,6116.6530614287,8639.2009749063,6917.005754682
P0A7J3,rplJ,9,550.61,17682.37957,12078.8346012308,9266.5445039613,14302.2001825066,10474.7068955725
P0A7J7,rplK,8,633.44,14847.87444,8651.2577797654,5597.3613625331,7346.1177599859,5772.7604943751
P0A7K2,rplL,10,726.36,12269.50186,23665.4474432975,16729.2510950566,24590.542580081,18063.1927370178
P0AA10,rplM,14,1020.05,15990.53156,11445.3431359944,8771.8242453735,11797.8733006027,9314.1431368575
P0ADY3,rplN,10,803.9,13514.43986,7238.6126918208,5136.4822686556,7133.9952654704,5019.206920849
P02413,rplO,9,587.88,14953.31259,6120.1256140674,4661.8912685101,6562.9285537277,4971.9375688109
P0ADY7,rplP,6,512.26,15253.44869,14038.7970144852,9728.7758419963,15405.977181536,11314.227783616
P0AG44,rplQ,10,564.53,14337.64689,8787.3525374366,8252.7807897069,9543.9024970361,6700.0921597329
P0C018,rplR,6,361.87,12743.92073,5943.7688389407,5267.772223758,4307.0339030783,4422.8958320002
P0A7K6,rplS,11,641.85,13107.18035,7202.7307988308,5136.4334089041,6583.3101869973,4907.8602993974
P0A7L3,rplT,10,580.9,13470.66136,5086.7168147926,4009.4985857243,5029.239718417,4063.5776152803
P0AG48,rplU,7,317.5,11539.18454,6659.5260818271,5758.6545253419,5083.8258148606,3983.7124961066
P61175,rplV,10,1036.72,12200.75881,13698.7860662616,9895.2388157011,14674.0458969711,11913.9369043612
P0ADZ0,rplW,4,201.85,11174.21232,2324.7055362985,1478.0053030511,2013.6469872027,1763.0026785142
P60624,rplX,8,758.84,11291.29914,12357.1383429027,8294.4117463159,11542.4248061139,8862.6591829478
P68919,rplY,10,646.09,10668.70954,6931.1813060793,5312.9550323618,6598.2225137761,5217.8814587215
P0A7L8,rpmA,5,380.37,9100.87084,9379.1928449478,6291.5323011985,8676.345061744,5621.1232382628
P0A7M2,rpmB,8,503.87,8982.86292,5298.5114500619,4686.3092000832,3348.8677031281,2502.7061142405
P0A7M6,rpmC,3,436.12,7250.97238,11659.9581025778,7344.1715421318,12646.6602371886,8411.3163570179
P0AG51,rpmD,8,370.63,6519.63478,9396.022692569,6069.0833608934,7674.3453798851,5537.7761410886
P0A7M9,rpmE,5,389.73,7847.90539,8918.3914863816,6425.0784894155,9247.8942495323,5752.1011198861
P0A7N4,rpmF,4,421.43,6424.42095,8611.1729552826,6834.2500090376,8560.3058585594,6595.3950189401
P0A7N9,rpmG,4,228.81,6349.6092,4569.7293962253,9828.7236278487,5141.211624082,9459.8672664022
P0A7P5,rpmH,2,73.08,5359.06597,10096.1733029815,7147.1614175267,8991.5939139083,8164.4441918657
P0A7Q1,rpmI,1,67.48,7266.26326,3277.1305118308,2500.9308939252,3187.6823277352,2434.1224354161
P0A7Q6,rpmJ,1,44.92,4343.43911,5851.0612471752,3840.3559429885,7817.6026605394,3572.4380521085
P0A7Z4,rpoA,25,1855.57,36471.13747,6504.2769025054,6477.2047721729,5631.1866960878,5986.3858988385
P0A8V2,rpoB,93,6590.92,150520.27583,2901.1503645608,2517.6789262532,2921.2555681433,2687.1828447828
P0A8T7,rpoC,98,6596.3,155045.00795,2660.1892057887,2227.8727826822,2596.5102142408,2277.6420159501
P00579,rpoD,20,1229.96,70201.2244500002,1020.0333315108,900.6663784468,1574.9437162901,1288.4952740661
P0AGB6,rpoE,5,313.27,21664.26101,213.986647605,167.4264666289,321.9633465279,223.9655060779
P24255,rpoN,11,685.58,53938.3898900001,260.2859319214,258.1417268465,260.5543918122,234.6534450231
P13445,rpoS,16,1289.61,37930.72627,342.5295985318,242.8453968246,1043.1191891103,756.0499773882
P0A800,rpoZ,8,699.53,10212.37872,3078.0400141177,3119.858154087,4046.9592947202,2724.0168851593
P0AG67,rpsA,46,3826.92,61102.7043000002,8658.311685511,6937.7734784294,9091.554560552,6230.0210833766
P0A7V0,rpsB,18,1195.6,26708.79452,9085.7973522838,7189.4478814613,8626.5830094318,6856.2499434896
P0A7V3,rpsC,18,1386.42,25949.15933,11886.2378328689,8364.6513045956,12744.4863416783,9014.4124399499
P0A7V8,rpsD,16,1084.05,23436.61845,7347.4765012231,6241.4653311273,6522.1005546888,5555.5840713001
P0A7W1,rpsE,14,1350.07,17574.31673,10342.3295034587,7503.049924409,10012.5082038024,7774.0532084939
P02358,rpsF,14,1008.83,15675.59882,11347.712666135,8650.8593556516,12070.6507051688,9631.2030486987
P02359,rpsG,20,1244.87,19988.68708,13597.3743693471,9801.4685426916,12276.8378330518,9916.9015436562
P0A7W7,rpsH,13,782.81,14099.51014,5588.5011690674,4506.3704273773,5631.6860806891,4557.0021892137
P0A7X3,rpsI,10,538.94,14829.0118,5784.7580532202,5226.9664253245,5773.6853964123,4684.7721564021
P0A7R5,rpsJ,8,562.89,11710.39634,8799.6832435712,5628.6345980197,10062.08168297,6877.2066688496
